生產日期,機台號,班別,產能,OEE,良率
2022/9/14,h01,D,1978,75.2,89.8
2022/9/14,h01,D,1978,75.2,89.8
2022/9/14,h01,N,0,0,0
2022/9/14,h01,N,0,0,0
2022/9/15,h01,D,1861,70.7,93.2
2022/9/15,h01,D,1861,70.7,93.2
2022/9/15,h01,N,0,0,0
2022/9/15,h01,N,0,0,0
2022/9/16,h01,D,2041,77.6,90
2022/9/16,h01,D,2041,77.6,90
2022/9/16,h01,N,0,0,0
2022/9/16,h01,N,0,0,0
2022/9/17,h01,D,1852,70.4,88.1
2022/9/17,h01,D,1852,70.4,88.1
2022/9/17,h01,N,0,0,0
2022/9/17,h01,N,0,0,0
2022/9/18,h01,D,0,0,0
2022/9/18,h01,D,0,0,0
2022/9/18,h01,N,0,0,0
2022/9/18,h01,N,0,0,0
2022/9/19,h01,D,1583,60.2,78.9
2022/9/19,h01,D,1583,60.2,78.9
2022/9/19,h01,N,0,0,0
2022/9/19,h01,N,0,0,0
2022/9/20,h01,D,0,0,0
2022/9/20,h01,D,0,0,0
2022/9/20,h01,N,0,0,0
2022/9/20,h01,N,0,0,0
2022/9/21,h01,D,1759,66.9,85.7
2022/9/21,h01,D,1759,66.9,85.7
2022/9/21,h01,N,0,0,0
2022/9/21,h01,N,0,0,0
2022/9/22,h01,D,1795,68.2,95.1
2022/9/22,h01,D,1795,68.2,95.1
2022/9/22,h01,N,0,0,0
2022/9/22,h01,N,0,0,0
2022/9/23,h01,D,782,29.7,94.7
2022/9/23,h01,D,782,29.7,94.7
2022/9/23,h01,N,0,0,0
2022/9/23,h01,N,0,0,0
2022/9/24,h01,D,0,0,0
2022/9/24,h01,D,0,0,0
2022/9/24,h01,N,0,0,0
2022/9/24,h01,N,0,0,0
2022/9/25,h01,D,0,0,0
2022/9/25,h01,D,0,0,0
2022/9/25,h01,N,0,0,0
2022/9/25,h01,N,0,0,0
2022/9/26,h01,D,0,0,0
2022/9/26,h01,D,0,0,0
2022/9/26,h01,N,0,0,0
2022/9/26,h01,N,0,0,0
2022/9/27,h01,D,0,0,0
2022/9/27,h01,D,0,0,0
2022/9/27,h01,N,0,0,0
2022/9/27,h01,N,0,0,0
2022/9/28,h01,D,0,0,0
2022/9/28,h01,D,0,0,0
2022/9/28,h01,N,0,0,0
2022/9/28,h01,N,0,0,0
2022/9/29,h01,D,0,0,0
2022/9/29,h01,D,0,0,0
2022/9/29,h01,N,0,0,0
2022/9/29,h01,N,0,0,0
2022/9/30,h01,D,0,0,0
2022/9/30,h01,D,0,0,0
2022/9/30,h01,N,0,0,0
2022/9/30,h01,N,0,0,0
2022/10/1,h01,D,0,0,0
2022/10/1,h01,D,0,0,0
2022/10/1,h01,N,0,0,0
2022/10/1,h01,N,0,0,0
2022/10/2,h01,D,0,0,0
2022/10/2,h01,D,0,0,0
2022/10/2,h01,N,0,0,0
2022/10/2,h01,N,0,0,0
2022/10/3,h01,D,0,0,0
2022/10/3,h01,D,0,0,0
2022/10/3,h01,N,0,0,0
2022/10/3,h01,N,0,0,0
2022/10/4,h01,D,0,0,0
2022/10/4,h01,D,0,0,0
2022/10/4,h01,N,0,0,0
2022/10/4,h01,N,0,0,0
2022/10/5,h01,D,0,0,0
2022/10/5,h01,D,0,0,0
2022/10/5,h01,N,0,0,0
2022/10/5,h01,N,0,0,0
2022/10/6,h01,D,0,0,0
2022/10/6,h01,D,0,0,0
2022/10/6,h01,N,0,0,0
2022/10/6,h01,N,0,0,0
2022/10/7,h01,D,0,0,0
2022/10/7,h01,D,0,0,0
2022/10/7,h01,N,0,0,0
2022/10/7,h01,N,0,0,0
2022/10/8,h01,D,0,0,0
2022/10/8,h01,D,0,0,0
2022/10/8,h01,N,0,0,0
2022/10/8,h01,N,0,0,0
2022/10/9,h01,D,0,0,0
2022/10/9,h01,D,0,0,0
2022/10/9,h01,N,0,0,0
2022/10/9,h01,N,0,0,0
2022/10/10,h01,D,0,0,0
2022/10/10,h01,D,0,0,0
2022/10/10,h01,N,0,0,0
2022/10/10,h01,N,0,0,0
2022/10/11,h01,D,0,0,0
2022/10/11,h01,D,0,0,0
2022/10/11,h01,N,0,0,0
2022/10/11,h01,N,0,0,0
2022/10/12,h01,D,0,0,0
2022/10/12,h01,D,0,0,0
2022/10/12,h01,N,0,0,0
2022/10/12,h01,N,0,0,0
2022/10/13,h01,D,0,0,0
2022/10/13,h01,D,0,0,0
2022/10/13,h01,N,0,0,0
2022/10/13,h01,N,0,0,0
2022/10/14,h01,D,0,0,0
2022/10/14,h01,D,0,0,0
2022/10/14,h01,N,0,0,0
2022/10/14,h01,N,0,0,0
2022/10/15,h01,D,0,0,0
2022/10/15,h01,D,0,0,0
2022/10/15,h01,N,0,0,0
2022/10/15,h01,N,0,0,0
2022/10/16,h01,D,0,0,0
2022/10/16,h01,D,0,0,0
2022/10/16,h01,N,0,0,0
2022/10/16,h01,N,0,0,0
2022/10/17,h01,D,0,0,0
2022/10/17,h01,D,0,0,0
2022/10/17,h01,N,0,0,0
2022/10/17,h01,N,0,0,0
2022/10/18,h01,D,0,0,0
2022/10/18,h01,D,0,0,0
2022/10/18,h01,N,0,0,0
2022/10/18,h01,N,0,0,0
2022/10/19,h01,D,0,0,0
2022/10/19,h01,D,0,0,0
2022/10/19,h01,N,0,0,0
2022/10/19,h01,N,0,0,0
2022/10/20,h01,D,0,0,0
2022/10/20,h01,D,0,0,0
2022/10/20,h01,N,0,0,0
2022/10/20,h01,N,0,0,0
2022/10/21,h01,D,0,0,0
2022/10/21,h01,D,0,0,0
2022/10/21,h01,N,0,0,0
2022/10/21,h01,N,0,0,0
2022/10/22,h01,D,785,29.8,83
2022/10/22,h01,D,785,29.8,83
2022/10/22,h01,N,0,0,0
2022/10/22,h01,N,0,0,0
2022/10/23,h01,D,1551,59,91.6
2022/10/23,h01,D,1551,59,91.6
2022/10/23,h01,N,0,0,0
2022/10/23,h01,N,0,0,0
2022/10/24,h01,D,1108,42.1,84
2022/10/24,h01,D,1108,42.1,84
2022/10/24,h01,N,0,0,0
2022/10/24,h01,N,0,0,0
2022/10/25,h01,D,666,25.3,75.8
2022/10/25,h01,D,666,25.3,75.8
2022/10/25,h01,N,0,0,0
2022/10/25,h01,N,0,0,0
2022/10/26,h01,D,689,26.2,55.2
2022/10/26,h01,D,689,26.2,55.2
2022/10/26,h01,N,0,0,0
2022/10/26,h01,N,0,0,0
2022/10/27,h01,D,512,19.5,59.8
2022/10/27,h01,D,512,19.5,59.8
2022/10/27,h01,N,0,0,0
2022/10/27,h01,N,0,0,0
2022/10/28,h01,D,1083,41.2,77.6
2022/10/28,h01,D,1083,41.2,77.6
2022/10/28,h01,N,35,1.3,89.7
2022/10/28,h01,N,35,1.3,89.7
2022/10/29,h01,D,1023,38.9,80.6
2022/10/29,h01,D,1023,38.9,80.6
2022/10/29,h01,N,0,0,0
2022/10/29,h01,N,0,0,0
2022/10/30,h01,D,1270,48.3,77.5
2022/10/30,h01,D,1270,48.3,77.5
2022/10/30,h01,N,0,0,0
2022/10/30,h01,N,0,0,0
2022/10/31,h01,D,1645,62.5,91.4
2022/10/31,h01,D,1645,62.5,91.4
2022/10/31,h01,N,0,0,0
2022/10/31,h01,N,0,0,0
2022/11/1,h01,D,1777,67.6,95.4
2022/11/1,h01,D,1777,67.6,95.4
2022/11/1,h01,N,0,0,0
2022/11/1,h01,N,0,0,0
2022/11/2,h01,D,2022,76.9,93.1
2022/11/2,h01,D,2022,76.9,93.1
2022/11/2,h01,N,0,0,0
2022/11/2,h01,N,0,0,0
2022/11/3,h01,D,1475,56.1,82.7
2022/11/3,h01,D,1475,56.1,82.7
2022/11/3,h01,N,0,0,0
2022/11/3,h01,N,0,0,0
2022/11/4,h01,D,1510,57.4,82.5
2022/11/4,h01,D,1510,57.4,82.5
2022/11/4,h01,N,0,0,0
2022/11/4,h01,N,0,0,0
2022/11/5,h01,D,1661,63.1,84.2
2022/11/5,h01,D,1661,63.1,84.2
2022/11/5,h01,N,0,0,0
2022/11/5,h01,N,0,0,0
2022/11/6,h01,D,1510,57.4,85.8
2022/11/6,h01,D,1510,57.4,85.8
2022/11/6,h01,N,0,0,0
2022/11/6,h01,N,0,0,0
2022/11/7,h01,D,1103,41.9,85.6
2022/11/7,h01,D,1103,41.9,85.6
2022/11/7,h01,N,1953,74.2,90.5
2022/11/7,h01,N,1953,74.2,90.5
2022/11/8,h01,D,1796,68.3,90
2022/11/8,h01,D,1796,68.3,90
2022/11/8,h01,N,2038,77.5,86.1
2022/11/8,h01,N,2038,77.5,86.1
2022/11/9,h01,D,1857,70.6,94.3
2022/11/9,h01,D,1857,70.6,94.3
2022/11/9,h01,N,2072,78.8,94.8
2022/11/9,h01,N,2072,78.8,94.8
2022/11/10,h01,D,1703,64.7,96.7
2022/11/10,h01,D,1703,64.7,96.7
2022/11/10,h01,N,23,0.9,95.8
2022/11/10,h01,N,23,0.9,95.8
2022/11/11,h01,D,1917,72.9,94
2022/11/11,h01,D,1917,72.9,94
2022/11/11,h01,N,0,0,0
2022/11/11,h01,N,0,0,0
2022/11/12,h01,D,0,0,0
2022/11/12,h01,D,0,0,0
2022/11/12,h01,N,0,0,0
2022/11/12,h01,N,0,0,0
2022/11/13,h01,D,0,0,0
2022/11/13,h01,D,0,0,0
2022/11/13,h01,N,0,0,0
2022/11/13,h01,N,0,0,0
2022/11/14,h01,D,1738,66.1,93.9
2022/11/14,h01,D,1738,66.1,93.9
2022/11/14,h01,N,0,0,0
2022/11/14,h01,N,0,0,0
2022/11/15,h01,D,2051,78,97.2
2022/11/15,h01,D,2051,78,97.2
2022/11/15,h01,N,0,0,0
2022/11/15,h01,N,0,0,0
2022/11/16,h01,D,1414,53.8,92.9
2022/11/16,h01,D,1414,53.8,92.9
2022/11/16,h01,N,0,0,0
2022/11/16,h01,N,0,0,0
2022/11/17,h01,D,2005,76.2,96.8
2022/11/17,h01,D,2005,76.2,96.8
2022/11/17,h01,N,0,0,0
2022/11/17,h01,N,0,0,0
2022/11/18,h01,D,1989,75.6,96
2022/11/18,h01,D,1989,75.6,96
2022/11/18,h01,N,0,0,0
2022/11/18,h01,N,0,0,0
2022/11/19,h01,D,2213,84.1,97.1
2022/11/19,h01,D,2213,84.1,97.1
2022/11/19,h01,N,0,0,0
2022/11/19,h01,N,0,0,0
2022/11/20,h01,D,1947,74,98.4
2022/11/20,h01,D,1947,74,98.4
2022/11/20,h01,N,0,0,0
2022/11/20,h01,N,0,0,0
2022/11/21,h01,D,1588,60.4,93.6
2022/11/21,h01,D,1588,60.4,93.6
2022/11/21,h01,N,0,0,0
2022/11/21,h01,N,0,0,0
2022/11/22,h01,D,0,0,0
2022/11/22,h01,D,0,0,0
2022/11/22,h01,N,0,0,0
2022/11/22,h01,N,0,0,0
2022/11/23,h01,D,1201,45.7,87.9
2022/11/23,h01,D,1201,45.7,87.9
2022/11/23,h01,N,0,0,0
2022/11/23,h01,N,0,0,0
2022/11/24,h01,D,1866,70.9,90.1
2022/11/24,h01,D,1866,70.9,90.1
2022/11/24,h01,N,0,0,0
2022/11/24,h01,N,0,0,0
2022/11/25,h01,D,1727,65.7,90.7
2022/11/25,h01,D,1727,65.7,90.7
2022/11/25,h01,N,0,0,0
2022/11/25,h01,N,0,0,0
2022/11/26,h01,D,0,0,0
2022/11/26,h01,D,0,0,0
2022/11/26,h01,N,0,0,0
2022/11/26,h01,N,0,0,0
2022/11/27,h01,D,1882,71.5,88.4
2022/11/27,h01,D,1882,71.5,88.4
2022/11/27,h01,N,0,0,0
2022/11/27,h01,N,0,0,0
2022/11/28,h01,D,2016,76.6,95.5
2022/11/28,h01,D,2016,76.6,95.5
2022/11/28,h01,N,0,0,0
2022/11/28,h01,N,0,0,0
2022/11/29,h01,D,1936,73.6,96.6
2022/11/29,h01,D,1936,73.6,96.6
2022/11/29,h01,N,0,0,0
2022/11/29,h01,N,0,0,0
2022/11/30,h01,D,2066,78.5,94.3
2022/11/30,h01,D,2066,78.5,94.3
2022/11/30,h01,N,0,0,0
2022/11/30,h01,N,0,0,0
2022/12/1,h01,D,2016,77.6,94.2
2022/12/1,h01,D,2016,77.6,94.2
2022/12/1,h01,N,0,0,0
2022/12/1,h01,N,0,0,0
2022/12/2,h01,D,1733,65.9,91
2022/12/2,h01,D,1733,65.9,91
2022/12/2,h01,N,0,0,0
2022/12/2,h01,N,0,0,0
2022/12/3,h01,D,2080,79.1,92.8
2022/12/3,h01,D,2080,79.1,92.8
2022/12/3,h01,N,0,0,0
2022/12/3,h01,N,0,0,0
2022/12/4,h01,D,2132,81,95.4
2022/12/4,h01,D,2132,81,95.4
2022/12/4,h01,N,0,0,0
2022/12/4,h01,N,0,0,0
2022/12/5,h01,D,2126,80.8,94.3
2022/12/5,h01,D,2126,80.8,94.3
2022/12/5,h01,N,14,0.5,87.5
2022/12/5,h01,N,14,0.5,87.5
2022/12/6,h01,D,1749,66.5,88.2
2022/12/6,h01,D,1749,66.5,88.2
2022/12/6,h01,N,0,0,0
2022/12/6,h01,N,0,0,0
2022/12/7,h01,D,1365,51.9,88.2
2022/12/7,h01,D,1365,51.9,88.2
2022/12/7,h01,N,0,0,0
2022/12/7,h01,N,0,0,0
2022/12/8,h01,D,1804,68.6,91.8
2022/12/8,h01,D,1804,68.6,91.8
2022/12/8,h01,N,0,0,0
2022/12/8,h01,N,0,0,0
2022/12/9,h01,D,2035,77.4,95.5
2022/12/9,h01,D,2035,77.4,95.5
2022/12/9,h01,N,0,0,0
2022/12/9,h01,N,0,0,0
2022/12/10,h01,D,1761,66.9,94.1
2022/12/10,h01,D,1761,66.9,94.1
2022/12/10,h01,N,0,0,0
2022/12/10,h01,N,0,0,0
2022/12/11,h01,D,1795,68.2,89.6
2022/12/11,h01,D,1795,68.2,89.6
2022/12/11,h01,N,0,0,0
2022/12/11,h01,N,0,0,0
2022/12/12,h01,D,1929,73.3,96.5
2022/12/12,h01,D,1929,73.3,96.5
2022/12/12,h01,N,0,0,0
2022/12/12,h01,N,0,0,0
2022/12/13,h01,D,1918,72.9,94.3
2022/12/13,h01,D,1918,72.9,94.3
2022/12/13,h01,N,0,0,0
2022/12/13,h01,N,0,0,0
2022/12/14,h01,D,1759,66.9,93.5
2022/12/14,h01,D,1759,66.9,93.5
2022/12/14,h01,N,0,0,0
2022/12/14,h01,N,0,0,0
2022/12/15,h01,D,2114,80.4,97.2
2022/12/15,h01,D,2114,80.4,97.2
2022/12/15,h01,N,0,0,0
2022/12/15,h01,N,0,0,0
2022/12/16,h01,D,2005,76.2,95.9
2022/12/16,h01,D,2005,76.2,95.9
2022/12/16,h01,N,0,0,0
2022/12/16,h01,N,0,0,0
2022/12/17,h01,D,2212,84.1,94
2022/12/17,h01,D,2212,84.1,94
2022/12/17,h01,N,0,0,0
2022/12/17,h01,N,0,0,0
2022/12/18,h01,D,2216,84.2,98.8
2022/12/18,h01,D,2216,84.2,98.8
2022/12/18,h01,N,0,0,0
2022/12/18,h01,N,0,0,0
2022/12/19,h01,D,2158,82,96.1
2022/12/19,h01,D,2158,82,96.1
2022/12/19,h01,N,0,0,0
2022/12/19,h01,N,0,0,0
2022/12/20,h01,D,2149,81.7,96.9
2022/12/20,h01,D,2149,81.7,96.9
2022/12/20,h01,N,0,0,0
2022/12/20,h01,N,0,0,0
2022/12/21,h01,D,2038,77.5,94.4
2022/12/21,h01,D,2038,77.5,94.4
2022/12/21,h01,N,0,0,0
2022/12/21,h01,N,0,0,0
2022/12/22,h01,D,1920,73,93.3
2022/12/22,h01,D,1920,73,93.3
2022/12/22,h01,N,0,0,0
2022/12/22,h01,N,0,0,0
2022/12/23,h01,D,1890,71.8,94.8
2022/12/23,h01,D,1890,71.8,94.8
2022/12/23,h01,N,0,0,0
2022/12/23,h01,N,0,0,0
2022/12/24,h01,D,2175,82.7,98.1
2022/12/24,h01,D,2175,82.7,98.1
2022/12/24,h01,N,0,0,0
2022/12/24,h01,N,0,0,0
2022/12/25,h01,D,1915,72.8,94.8
2022/12/25,h01,D,1915,72.8,94.8
2022/12/25,h01,N,0,0,0
2022/12/25,h01,N,0,0,0
2022/12/26,h01,D,1904,72.4,90.1
2022/12/26,h01,D,1904,72.4,90.1
2022/12/26,h01,N,0,0,0
2022/12/26,h01,N,0,0,0
2022/12/27,h01,D,1849,70.3,92.8
2022/12/27,h01,D,1849,70.3,92.8
2022/12/27,h01,N,0,0,0
2022/12/27,h01,N,0,0,0
2022/12/28,h01,D,667,25.4,89.7
2022/12/28,h01,D,667,25.4,89.7
2022/12/28,h01,N,0,0,0
2022/12/28,h01,N,0,0,0
2022/12/29,h01,D,0,0,0
2022/12/29,h01,D,0,0,0
2022/12/29,h01,N,0,0,0
2022/12/29,h01,N,0,0,0
2022/12/30,h01,D,0,0,0
2022/12/30,h01,D,0,0,0
2022/12/30,h01,N,0,0,0
2022/12/30,h01,N,0,0,0
2022/12/31,h01,D,0,0,0
2022/12/31,h01,D,0,0,0
2022/12/31,h01,N,0,0,0
2022/12/31,h01,N,0,0,0
2023/1/1,h01,D,0,0,0
2023/1/1,h01,D,0,0,0
2023/1/1,h01,N,0,0,0
2023/1/1,h01,N,0,0,0
2023/1/2,h01,D,0,0,0
2023/1/2,h01,D,0,0,0
2023/1/2,h01,N,0,0,0
2023/1/2,h01,N,0,0,0
2023/1/3,h01,D,0,0,0
2023/1/3,h01,D,0,0,0
2023/1/3,h01,N,0,0,0
2023/1/3,h01,N,0,0,0
2023/1/4,h01,D,0,0,0
2023/1/4,h01,D,0,0,0
2023/1/4,h01,N,0,0,0
2023/1/4,h01,N,0,0,0
2023/1/5,h01,D,0,0,0
2023/1/5,h01,D,0,0,0
2023/1/5,h01,N,0,0,0
2023/1/5,h01,N,0,0,0
2023/1/6,h01,D,0,0,0
2023/1/6,h01,D,0,0,0
2023/1/6,h01,N,0,0,0
2023/1/6,h01,N,0,0,0
2023/1/7,h01,D,0,0,0
2023/1/7,h01,D,0,0,0
2023/1/7,h01,N,0,0,0
2023/1/7,h01,N,0,0,0
2023/1/8,h01,D,0,0,0
2023/1/8,h01,D,0,0,0
2023/1/8,h01,N,0,0,0
2023/1/8,h01,N,0,0,0
2023/1/9,h01,D,0,0,0
2023/1/9,h01,D,0,0,0
2023/1/9,h01,N,0,0,0
2023/1/9,h01,N,0,0,0
2023/1/10,h01,D,0,0,0
2023/1/10,h01,D,0,0,0
2023/1/10,h01,N,0,0,0
2023/1/10,h01,N,0,0,0
2023/1/11,h01,D,0,0,0
2023/1/11,h01,D,0,0,0
2023/1/11,h01,N,0,0,0
2023/1/11,h01,N,0,0,0
2023/1/12,h01,D,0,0,0
2023/1/12,h01,D,0,0,0
2023/1/12,h01,N,0,0,0
2023/1/12,h01,N,0,0,0
2023/1/13,h01,D,0,0,0
2023/1/13,h01,D,0,0,0
2023/1/13,h01,N,0,0,0
2023/1/13,h01,N,0,0,0
2023/1/14,h01,D,0,0,0
2023/1/14,h01,D,0,0,0
2023/1/14,h01,N,0,0,0
2023/1/14,h01,N,0,0,0
2023/1/15,h01,D,0,0,0
2023/1/15,h01,D,0,0,0
2023/1/15,h01,N,0,0,0
2023/1/15,h01,N,0,0,0
2023/1/16,h01,D,0,0,0
2023/1/16,h01,D,0,0,0
2023/1/16,h01,N,0,0,0
2023/1/16,h01,N,0,0,0
2023/1/17,h01,D,0,0,0
2023/1/17,h01,D,0,0,0
2023/1/17,h01,N,0,0,0
2023/1/17,h01,N,0,0,0
2023/1/18,h01,D,0,0,0
2023/1/18,h01,D,0,0,0
2023/1/18,h01,N,0,0,0
2023/1/18,h01,N,0,0,0
2023/1/19,h01,D,0,0,0
2023/1/19,h01,D,0,0,0
2023/1/19,h01,N,0,0,0
2023/1/19,h01,N,0,0,0
2023/1/20,h01,D,0,0,0
2023/1/20,h01,D,0,0,0
2023/1/20,h01,N,0,0,0
2023/1/20,h01,N,0,0,0
2023/1/21,h01,D,0,0,0
2023/1/21,h01,D,0,0,0
2023/1/21,h01,N,0,0,0
2023/1/21,h01,N,0,0,0
2023/1/22,h01,D,0,0,0
2023/1/22,h01,D,0,0,0
2023/1/22,h01,N,0,0,0
2023/1/22,h01,N,0,0,0
2023/1/23,h01,D,0,0,0
2023/1/23,h01,D,0,0,0
2023/1/23,h01,N,0,0,0
2023/1/23,h01,N,0,0,0
2023/1/24,h01,D,0,0,0
2023/1/24,h01,D,0,0,0
2023/1/24,h01,N,0,0,0
2023/1/24,h01,N,0,0,0
2023/1/25,h01,D,0,0,0
2023/1/25,h01,D,0,0,0
2023/1/25,h01,N,0,0,0
2023/1/25,h01,N,0,0,0
2023/1/26,h01,D,0,0,0
2023/1/26,h01,D,0,0,0
2023/1/26,h01,N,0,0,0
2023/1/26,h01,N,0,0,0
2023/1/27,h01,D,0,0,0
2023/1/27,h01,D,0,0,0
2023/1/27,h01,N,0,0,0
2023/1/27,h01,N,0,0,0
2023/1/28,h01,D,0,0,0
2023/1/28,h01,D,0,0,0
2023/1/28,h01,N,0,0,0
2023/1/28,h01,N,0,0,0
2023/1/29,h01,D,0,0,0
2023/1/29,h01,D,0,0,0
2023/1/29,h01,N,0,0,0
2023/1/29,h01,N,0,0,0
2023/1/30,h01,D,0,0,0
2023/1/30,h01,D,0,0,0
2023/1/30,h01,N,0,0,0
2023/1/30,h01,N,0,0,0
2023/1/31,h01,D,0,0,0
2023/1/31,h01,D,0,0,0
2023/1/31,h01,N,0,0,0
2023/1/31,h01,N,0,0,0
2023/2/1,h01,D,0,0,0
2023/2/1,h01,D,0,0,0
2023/2/1,h01,N,0,0,0
2023/2/1,h01,N,0,0,0
2023/2/2,h01,D,0,0,0
2023/2/2,h01,D,0,0,0
2023/2/2,h01,N,0,0,0
2023/2/2,h01,N,0,0,0
2023/2/3,h01,D,0,0,0
2023/2/3,h01,D,0,0,0
2023/2/3,h01,N,0,0,0
2023/2/3,h01,N,0,0,0
2023/2/4,h01,D,0,0,0
2023/2/4,h01,D,0,0,0
2023/2/4,h01,N,0,0,0
2023/2/4,h01,N,0,0,0
2023/2/5,h01,D,0,0,0
2023/2/5,h01,D,0,0,0
2023/2/5,h01,N,0,0,0
2023/2/5,h01,N,0,0,0
2023/2/6,h01,D,0,0,0
2023/2/6,h01,D,0,0,0
2023/2/6,h01,N,0,0,0
2023/2/6,h01,N,0,0,0
2023/2/7,h01,D,0,0,0
2023/2/7,h01,D,0,0,0
2023/2/7,h01,N,0,0,0
2023/2/7,h01,N,0,0,0
2023/2/8,h01,D,0,0,0
2023/2/8,h01,D,0,0,0
2023/2/8,h01,N,0,0,0
2023/2/8,h01,N,0,0,0
2023/2/9,h01,D,0,0,0
2023/2/9,h01,D,0,0,0
2023/2/9,h01,N,0,0,0
2023/2/9,h01,N,0,0,0
2023/2/10,h01,D,0,0,0
2023/2/10,h01,D,0,0,0
2023/2/10,h01,N,0,0,0
2023/2/10,h01,N,0,0,0
2023/2/11,h01,D,0,0,0
2023/2/11,h01,D,0,0,0
2023/2/11,h01,N,0,0,0
2023/2/11,h01,N,0,0,0
2023/2/12,h01,D,0,0,0
2023/2/12,h01,D,0,0,0
2023/2/12,h01,N,0,0,0
2023/2/12,h01,N,0,0,0
2023/2/13,h01,D,0,0,0
2023/2/13,h01,D,0,0,0
2023/2/13,h01,N,0,0,0
2023/2/13,h01,N,0,0,0
2023/2/14,h01,D,0,0,0
2023/2/14,h01,D,0,0,0
2023/2/14,h01,N,0,0,0
2023/2/14,h01,N,0,0,0
2023/2/15,h01,D,0,0,0
2023/2/15,h01,D,0,0,0
2023/2/15,h01,N,0,0,0
2023/2/15,h01,N,0,0,0
2023/2/16,h01,D,0,0,0
2023/2/16,h01,D,0,0,0
2023/2/16,h01,N,0,0,0
2023/2/16,h01,N,0,0,0
2023/2/17,h01,D,0,0,0
2023/2/17,h01,D,0,0,0
2023/2/17,h01,N,0,0,0
2023/2/17,h01,N,0,0,0
2023/2/18,h01,D,0,0,0
2023/2/18,h01,D,0,0,0
2023/2/18,h01,N,0,0,0
2023/2/18,h01,N,0,0,0
2023/2/19,h01,D,0,0,0
2023/2/19,h01,D,0,0,0
2023/2/19,h01,N,0,0,0
2023/2/19,h01,N,0,0,0
2023/2/20,h01,D,0,0,0
2023/2/20,h01,D,0,0,0
2023/2/20,h01,N,0,0,0
2023/2/20,h01,N,0,0,0
2023/2/21,h01,D,0,0,0
2023/2/21,h01,D,0,0,0
2023/2/21,h01,N,0,0,0
2023/2/21,h01,N,0,0,0
2023/2/22,h01,D,0,0,0
2023/2/22,h01,D,0,0,0
2023/2/22,h01,N,0,0,0
2023/2/22,h01,N,0,0,0
2023/2/23,h01,D,0,0,0
2023/2/23,h01,D,0,0,0
2023/2/23,h01,N,0,0,0
2023/2/23,h01,N,0,0,0
2023/2/24,h01,D,0,0,0
2023/2/24,h01,D,0,0,0
2023/2/24,h01,N,0,0,0
2023/2/24,h01,N,0,0,0
2023/2/25,h01,D,0,0,0
2023/2/25,h01,D,0,0,0
2023/2/25,h01,N,0,0,0
2023/2/25,h01,N,0,0,0
2023/2/26,h01,D,0,0,0
2023/2/26,h01,D,0,0,0
2023/2/26,h01,N,0,0,0
2023/2/26,h01,N,0,0,0
2023/2/27,h01,D,0,0,0
2023/2/27,h01,D,0,0,0
2023/2/27,h01,N,0,0,0
2023/2/27,h01,N,0,0,0
2023/2/28,h01,D,0,0,0
2023/2/28,h01,D,0,0,0
2023/2/28,h01,N,0,0,0
2023/2/28,h01,N,0,0,0
2023/3/1,h01,D,0,0,0
2023/3/1,h01,D,0,0,0
2023/3/1,h01,N,0,0,0
2023/3/1,h01,N,0,0,0
2023/3/2,h01,D,0,0,0
2023/3/2,h01,D,0,0,0
2023/3/2,h01,N,0,0,0
2023/3/2,h01,N,0,0,0
