生產日期,機台號,班別,產能,OEE,良率
2022/12/13,h13,D,2389,77.5,95.8
2022/12/13,h13,D,2389,77.5,95.8
2022/12/13,h13,N,0,0,0
2022/12/13,h13,N,0,0,0
2022/12/13,h14,D,2279,74,90.3
2022/12/13,h14,D,2279,74,90.3
2022/12/13,h14,N,1954,63.4,85.5
2022/12/13,h14,N,1954,63.4,85.5
2022/12/13,h16,D,2877,93.4,98.2
2022/12/13,h16,D,2877,93.4,98.2
2022/12/13,h16,N,2813,91.3,98.5
2022/12/13,h16,N,2813,91.3,98.5
2022/12/14,h04,D,2190,71.1,96.3
2022/12/14,h04,D,2190,71.1,96.3
2022/12/14,h04,N,12,0.4,85.7
2022/12/14,h04,N,12,0.4,85.7
2022/12/14,h05,D,2390,77.6,96.7
2022/12/14,h05,D,2390,77.6,96.7
2022/12/14,h05,N,0,0,0
2022/12/14,h05,N,0,0,0
2022/12/14,h06,D,1464,47.5,82.1
2022/12/14,h06,D,1464,47.5,82.1
2022/12/14,h06,N,1430,46.4,82.8
2022/12/14,h06,N,1430,46.4,82.8
2022/12/14,h09,D,2609,84.7,97.9
2022/12/14,h09,D,2609,84.7,97.9
2022/12/14,h09,N,2750,89.2,97.7
2022/12/14,h09,N,2750,89.2,97.7
2022/12/14,h11,D,2255,73.2,97.2
2022/12/14,h11,D,2255,73.2,97.2
2022/12/14,h11,N,2500,81.1,95.6
2022/12/14,h11,N,2500,81.1,95.6
2022/12/14,h12,D,2290,74.3,95
2022/12/14,h12,D,2290,74.3,95
2022/12/14,h12,N,0,0,0
2022/12/14,h12,N,0,0,0
2022/12/14,h13,D,2414,78.3,96.7
2022/12/14,h13,D,2414,78.3,96.7
2022/12/14,h13,N,0,0,0
2022/12/14,h13,N,0,0,0
2022/12/14,h14,D,1388,45,82.2
2022/12/14,h14,D,1388,45,82.2
2022/12/14,h14,N,1228,39.9,86.4
2022/12/14,h14,N,1228,39.9,86.4
2022/12/14,h16,D,2813,91.3,98
2022/12/14,h16,D,2813,91.3,98
2022/12/14,h16,N,2915,94.6,98.5
2022/12/14,h16,N,2915,94.6,98.5
2022/12/15,h04,D,1853,60.1,93.4
2022/12/15,h04,D,1853,60.1,93.4
2022/12/15,h04,N,0,0,0
2022/12/15,h04,N,0,0,0
2022/12/15,h05,D,2636,85.5,97.8
2022/12/15,h05,D,2636,85.5,97.8
2022/12/15,h05,N,0,0,0
2022/12/15,h05,N,0,0,0
2022/12/15,h06,D,1797,58.3,89
2022/12/15,h06,D,1797,58.3,89
2022/12/15,h06,N,1666,54.1,92.6
2022/12/15,h06,N,1666,54.1,92.6
2022/12/15,h09,D,2734,88.7,98
2022/12/15,h09,D,2734,88.7,98
2022/12/15,h09,N,2342,76,97.1
2022/12/15,h09,N,2342,76,97.1
2022/12/15,h11,D,2550,82.8,95.8
2022/12/15,h11,D,2550,82.8,95.8
2022/12/15,h11,N,2583,83.8,98.2
2022/12/15,h11,N,2583,83.8,98.2
2022/12/15,h12,D,2125,69,97
2022/12/15,h12,D,2125,69,97
2022/12/15,h12,N,0,0,0
2022/12/15,h12,N,0,0,0
2022/12/15,h13,D,2161,70.1,95
2022/12/15,h13,D,2161,70.1,95
2022/12/15,h13,N,0,0,0
2022/12/15,h13,N,0,0,0
2022/12/15,h14,D,2039,66.2,89.4
2022/12/15,h14,D,2039,66.2,89.4
2022/12/15,h14,N,2443,79.3,95.6
2022/12/15,h14,N,2443,79.3,95.6
2022/12/15,h16,D,2940,95.4,99.1
2022/12/15,h16,D,2940,95.4,99.1
2022/12/15,h16,N,2624,85.2,97.9
2022/12/15,h16,N,2624,85.2,97.9
2022/12/16,h04,D,2319,75.3,96.8
2022/12/16,h04,D,2319,75.3,96.8
2022/12/16,h04,N,0,0,0
2022/12/16,h04,N,0,0,0
2022/12/16,h05,D,2340,75.9,93.8
2022/12/16,h05,D,2340,75.9,93.8
2022/12/16,h05,N,0,0,0
2022/12/16,h05,N,0,0,0
2022/12/16,h06,D,1601,52,89.9
2022/12/16,h06,D,1601,52,89.9
2022/12/16,h06,N,2185,70.9,89.4
2022/12/16,h06,N,2185,70.9,89.4
2022/12/16,h09,D,2545,82.6,98.2
2022/12/16,h09,D,2545,82.6,98.2
2022/12/16,h09,N,2260,73.3,97.3
2022/12/16,h09,N,2260,73.3,97.3
2022/12/16,h11,D,2429,78.8,97.4
2022/12/16,h11,D,2429,78.8,97.4
2022/12/16,h11,N,2262,73.4,98.1
2022/12/16,h11,N,2262,73.4,98.1
2022/12/16,h12,D,2338,75.9,94.9
2022/12/16,h12,D,2338,75.9,94.9
2022/12/16,h12,N,0,0,0
2022/12/16,h12,N,0,0,0
2022/12/16,h13,D,2437,79.1,94.9
2022/12/16,h13,D,2437,79.1,94.9
2022/12/16,h13,N,0,0,0
2022/12/16,h13,N,0,0,0
2022/12/16,h14,D,2467,80.1,94.8
2022/12/16,h14,D,2467,80.1,94.8
2022/12/16,h14,N,2222,72.1,94.7
2022/12/16,h14,N,2222,72.1,94.7
2022/12/16,h16,D,2385,77.4,97.9
2022/12/16,h16,D,2385,77.4,97.9
2022/12/16,h16,N,2730,88.6,98
2022/12/16,h16,N,2730,88.6,98
2022/12/17,h04,D,2187,71,97.5
2022/12/17,h04,D,2187,71,97.5
2022/12/17,h04,N,0,0,0
2022/12/17,h04,N,0,0,0
2022/12/17,h05,D,2398,77.8,97
2022/12/17,h05,D,2398,77.8,97
2022/12/17,h05,N,0,0,0
2022/12/17,h05,N,0,0,0
2022/12/17,h06,D,1846,59.9,77.8
2022/12/17,h06,D,1846,59.9,77.8
2022/12/17,h06,N,1129,36.6,83.3
2022/12/17,h06,N,1129,36.6,83.3
2022/12/17,h09,D,2200,71.4,95.8
2022/12/17,h09,D,2200,71.4,95.8
2022/12/17,h09,N,2256,73.2,95.8
2022/12/17,h09,N,2256,73.2,95.8
2022/12/17,h11,D,2356,76.5,96.8
2022/12/17,h11,D,2356,76.5,96.8
2022/12/17,h11,N,2328,75.5,94.7
2022/12/17,h11,N,2328,75.5,94.7
2022/12/17,h12,D,2416,78.4,97
2022/12/17,h12,D,2416,78.4,97
2022/12/17,h12,N,0,0,0
2022/12/17,h12,N,0,0,0
2022/12/17,h13,D,2441,79.2,94.5
2022/12/17,h13,D,2441,79.2,94.5
2022/12/17,h13,N,0,0,0
2022/12/17,h13,N,0,0,0
2022/12/17,h14,D,1755,57,95.6
2022/12/17,h14,D,1755,57,95.6
2022/12/17,h14,N,2224,72.2,96.8
2022/12/17,h14,N,2224,72.2,96.8
2022/12/17,h16,D,2714,88.1,98.8
2022/12/17,h16,D,2714,88.1,98.8
2022/12/17,h16,N,2845,92.3,99.2
2022/12/17,h16,N,2845,92.3,99.2
2022/12/18,h04,D,1986,64.5,97.6
2022/12/18,h04,D,1986,64.5,97.6
2022/12/18,h04,N,0,0,0
2022/12/18,h04,N,0,0,0
2022/12/18,h05,D,2372,77,96.2
2022/12/18,h05,D,2372,77,96.2
2022/12/18,h05,N,0,0,0
2022/12/18,h05,N,0,0,0
2022/12/18,h06,D,1788,58,82.8
2022/12/18,h06,D,1788,58,82.8
2022/12/18,h06,N,1198,38.9,77
2022/12/18,h06,N,1198,38.9,77
2022/12/18,h09,D,2675,86.8,96.9
2022/12/18,h09,D,2675,86.8,96.9
2022/12/18,h09,N,0,0,0
2022/12/18,h09,N,0,0,0
2022/12/18,h11,D,2860,92.8,97.7
2022/12/18,h11,D,2860,92.8,97.7
2022/12/18,h11,N,0,0,0
2022/12/18,h11,N,0,0,0
2022/12/18,h12,D,2029,65.8,96.3
2022/12/18,h12,D,2029,65.8,96.3
2022/12/18,h12,N,0,0,0
2022/12/18,h12,N,0,0,0
2022/12/18,h13,D,2339,75.9,97.9
2022/12/18,h13,D,2339,75.9,97.9
2022/12/18,h13,N,0,0,0
2022/12/18,h13,N,0,0,0
2022/12/18,h14,D,2321,75.3,95.8
2022/12/18,h14,D,2321,75.3,95.8
2022/12/18,h14,N,2166,70.3,90.3
2022/12/18,h14,N,2166,70.3,90.3
2022/12/18,h16,D,2848,92.4,99
2022/12/18,h16,D,2848,92.4,99
2022/12/18,h16,N,0,0,0
2022/12/18,h16,N,0,0,0
2022/12/19,h04,D,2125,69,97.2
2022/12/19,h04,D,2125,69,97.2
2022/12/19,h04,N,0,0,0
2022/12/19,h04,N,0,0,0
2022/12/19,h05,D,1783,57.9,89.3
2022/12/19,h05,D,1783,57.9,89.3
2022/12/19,h05,N,0,0,0
2022/12/19,h05,N,0,0,0
2022/12/19,h06,D,1447,47,87.3
2022/12/19,h06,D,1447,47,87.3
2022/12/19,h06,N,1985,64.4,91.3
2022/12/19,h06,N,1985,64.4,91.3
2022/12/19,h09,D,2389,77.5,97.2
2022/12/19,h09,D,2389,77.5,97.2
2022/12/19,h09,N,2708,87.9,97.7
2022/12/19,h09,N,2708,87.9,97.7
2022/12/19,h11,D,2636,85.5,97.7
2022/12/19,h11,D,2636,85.5,97.7
2022/12/19,h11,N,2824,91.6,98.3
2022/12/19,h11,N,2824,91.6,98.3
2022/12/19,h12,D,2265,73.5,97.2
2022/12/19,h12,D,2265,73.5,97.2
2022/12/19,h12,N,0,0,0
2022/12/19,h12,N,0,0,0
2022/12/19,h13,D,2279,74,96.5
2022/12/19,h13,D,2279,74,96.5
2022/12/19,h13,N,0,0,0
2022/12/19,h13,N,0,0,0
2022/12/19,h14,D,1978,64.2,90.9
2022/12/19,h14,D,1978,64.2,90.9
2022/12/19,h14,N,2360,76.6,93.4
2022/12/19,h14,N,2360,76.6,93.4
2022/12/19,h16,D,2729,88.6,98.2
2022/12/19,h16,D,2729,88.6,98.2
2022/12/19,h16,N,2842,92.2,97.7
2022/12/19,h16,N,2842,92.2,97.7
2022/12/20,h04,D,2190,71.1,95.3
2022/12/20,h04,D,2190,71.1,95.3
2022/12/20,h04,N,0,0,0
2022/12/20,h04,N,0,0,0
2022/12/20,h05,D,2308,74.9,89
2022/12/20,h05,D,2308,74.9,89
2022/12/20,h05,N,0,0,0
2022/12/20,h05,N,0,0,0
2022/12/20,h06,D,2213,71.8,94.3
2022/12/20,h06,D,2213,71.8,94.3
2022/12/20,h06,N,1770,57.4,91.5
2022/12/20,h06,N,1770,57.4,91.5
2022/12/20,h09,D,2468,80.1,95.9
2022/12/20,h09,D,2468,80.1,95.9
2022/12/20,h09,N,2584,83.9,97.6
2022/12/20,h09,N,2584,83.9,97.6
2022/12/20,h11,D,2746,89.1,98.1
2022/12/20,h11,D,2746,89.1,98.1
2022/12/20,h11,N,2460,79.8,97.1
2022/12/20,h11,N,2460,79.8,97.1
2022/12/20,h12,D,2106,68.3,95.7
2022/12/20,h12,D,2106,68.3,95.7
2022/12/20,h12,N,0,0,0
2022/12/20,h12,N,0,0,0
2022/12/20,h13,D,1959,63.6,97.5
2022/12/20,h13,D,1959,63.6,97.5
2022/12/20,h13,N,0,0,0
2022/12/20,h13,N,0,0,0
2022/12/20,h14,D,2123,68.9,94.4
2022/12/20,h14,D,2123,68.9,94.4
2022/12/20,h14,N,2249,73,96
2022/12/20,h14,N,2249,73,96
2022/12/20,h16,D,2876,93.3,97.9
2022/12/20,h16,D,2876,93.3,97.9
2022/12/20,h16,N,2749,89.2,98.5
2022/12/20,h16,N,2749,89.2,98.5
2022/12/21,h04,D,2687,87.2,97.5
2022/12/21,h04,D,2687,87.2,97.5
2022/12/21,h04,N,0,0,0
2022/12/21,h04,N,0,0,0
2022/12/21,h05,D,2566,83.3,96
2022/12/21,h05,D,2566,83.3,96
2022/12/21,h05,N,0,0,0
2022/12/21,h05,N,0,0,0
2022/12/21,h06,D,2122,68.9,91.9
2022/12/21,h06,D,2122,68.9,91.9
2022/12/21,h06,N,2229,72.3,95.5
2022/12/21,h06,N,2229,72.3,95.5
2022/12/21,h09,D,2594,84.2,96.1
2022/12/21,h09,D,2594,84.2,96.1
2022/12/21,h09,N,2129,69.1,96.7
2022/12/21,h09,N,2129,69.1,96.7
2022/12/21,h11,D,2152,69.8,97.9
2022/12/21,h11,D,2152,69.8,97.9
2022/12/21,h11,N,1562,50.7,98.1
2022/12/21,h11,N,1562,50.7,98.1
2022/12/21,h12,D,2491,80.8,96.4
2022/12/21,h12,D,2491,80.8,96.4
2022/12/21,h12,N,0,0,0
2022/12/21,h12,N,0,0,0
2022/12/21,h13,D,2376,77.1,96.5
2022/12/21,h13,D,2376,77.1,96.5
2022/12/21,h13,N,0,0,0
2022/12/21,h13,N,0,0,0
2022/12/21,h14,D,2439,79.2,95.1
2022/12/21,h14,D,2439,79.2,95.1
2022/12/21,h14,N,2199,71.4,93.3
2022/12/21,h14,N,2199,71.4,93.3
2022/12/21,h16,D,2783,90.3,98.3
2022/12/21,h16,D,2783,90.3,98.3
2022/12/21,h16,N,2844,92.3,98.6
2022/12/21,h16,N,2844,92.3,98.6
2022/12/22,h04,D,2673,86.7,98.1
2022/12/22,h04,D,2673,86.7,98.1
2022/12/22,h04,N,0,0,0
2022/12/22,h04,N,0,0,0
2022/12/22,h05,D,1913,62.1,96
2022/12/22,h05,D,1913,62.1,96
2022/12/22,h05,N,0,0,0
2022/12/22,h05,N,0,0,0
2022/12/22,h06,D,2079,67.5,96.6
2022/12/22,h06,D,2079,67.5,96.6
2022/12/22,h06,N,1956,63.5,95.5
2022/12/22,h06,N,1956,63.5,95.5
2022/12/22,h09,D,2634,85.5,98.1
2022/12/22,h09,D,2634,85.5,98.1
2022/12/22,h09,N,2741,89,97.1
2022/12/22,h09,N,2741,89,97.1
2022/12/22,h11,D,2564,83.2,98
2022/12/22,h11,D,2564,83.2,98
2022/12/22,h11,N,2531,82.1,96.6
2022/12/22,h11,N,2531,82.1,96.6
2022/12/22,h12,D,2471,80.2,96.1
2022/12/22,h12,D,2471,80.2,96.1
2022/12/22,h12,N,0,0,0
2022/12/22,h12,N,0,0,0
2022/12/22,h13,D,2432,78.9,96.1
2022/12/22,h13,D,2432,78.9,96.1
2022/12/22,h13,N,0,0,0
2022/12/22,h13,N,0,0,0
2022/12/22,h14,D,1918,62.2,91.6
2022/12/22,h14,D,1918,62.2,91.6
2022/12/22,h14,N,971,31.5,87.2
2022/12/22,h14,N,971,31.5,87.2
2022/12/22,h16,D,2668,86.6,98.6
2022/12/22,h16,D,2668,86.6,98.6
2022/12/22,h16,N,2432,78.9,97.4
2022/12/22,h16,N,2432,78.9,97.4
2022/12/23,h04,D,2530,82.1,98
2022/12/23,h04,D,2530,82.1,98
2022/12/23,h04,N,0,0,0
2022/12/23,h04,N,0,0,0
2022/12/23,h05,D,2477,80.4,96.9
2022/12/23,h05,D,2477,80.4,96.9
2022/12/23,h05,N,0,0,0
2022/12/23,h05,N,0,0,0
2022/12/23,h06,D,2177,70.6,95.6
2022/12/23,h06,D,2177,70.6,95.6
2022/12/23,h06,N,2234,72.5,95.8
2022/12/23,h06,N,2234,72.5,95.8
2022/12/23,h09,D,2789,90.5,97.1
2022/12/23,h09,D,2789,90.5,97.1
2022/12/23,h09,N,2808,91.1,98.4
2022/12/23,h09,N,2808,91.1,98.4
2022/12/23,h11,D,2717,88.2,97.5
2022/12/23,h11,D,2717,88.2,97.5
2022/12/23,h11,N,2568,83.3,97.9
2022/12/23,h11,N,2568,83.3,97.9
2022/12/23,h12,D,2597,84.3,98.3
2022/12/23,h12,D,2597,84.3,98.3
2022/12/23,h12,N,0,0,0
2022/12/23,h12,N,0,0,0
2022/12/23,h13,D,2577,83.6,98.5
2022/12/23,h13,D,2577,83.6,98.5
2022/12/23,h13,N,0,0,0
2022/12/23,h13,N,0,0,0
2022/12/23,h14,D,1145,37.2,90.4
2022/12/23,h14,D,1145,37.2,90.4
2022/12/23,h14,N,1837,59.6,93.3
2022/12/23,h14,N,1837,59.6,93.3
2022/12/23,h16,D,2543,82.5,97.5
2022/12/23,h16,D,2543,82.5,97.5
2022/12/23,h16,N,2513,81.6,97.6
2022/12/23,h16,N,2513,81.6,97.6
2022/12/24,h04,D,2539,82.4,97.6
2022/12/24,h04,D,2539,82.4,97.6
2022/12/24,h04,N,0,0,0
2022/12/24,h04,N,0,0,0
2022/12/24,h05,D,2434,79,97.3
2022/12/24,h05,D,2434,79,97.3
2022/12/24,h05,N,2398,77.8,96.9
2022/12/24,h05,N,2398,77.8,96.9
2022/12/24,h06,D,2250,73,97.1
2022/12/24,h06,D,2250,73,97.1
2022/12/24,h06,N,2297,74.5,97
2022/12/24,h06,N,2297,74.5,97
2022/12/24,h09,D,2759,89.5,98.7
2022/12/24,h09,D,2759,89.5,98.7
2022/12/24,h09,N,2851,92.5,98.5
2022/12/24,h09,N,2851,92.5,98.5
2022/12/24,h11,D,2692,87.4,97.8
2022/12/24,h11,D,2692,87.4,97.8
2022/12/24,h11,N,2903,94.2,98.3
2022/12/24,h11,N,2903,94.2,98.3
2022/12/24,h12,D,2567,83.3,97.5
2022/12/24,h12,D,2567,83.3,97.5
2022/12/24,h12,N,2192,71.1,98
2022/12/24,h12,N,2192,71.1,98
2022/12/24,h13,D,2537,82.3,98.5
2022/12/24,h13,D,2537,82.3,98.5
2022/12/24,h13,N,2382,77.3,96.3
2022/12/24,h13,N,2382,77.3,96.3
2022/12/24,h14,D,2394,77.7,95.1
2022/12/24,h14,D,2394,77.7,95.1
2022/12/24,h14,N,2375,77.1,92.8
2022/12/24,h14,N,2375,77.1,92.8
2022/12/24,h16,D,2590,84.1,97.4
2022/12/24,h16,D,2590,84.1,97.4
2022/12/24,h16,N,2677,86.9,99
2022/12/24,h16,N,2677,86.9,99
2022/12/25,h04,D,2564,83.2,96.4
2022/12/25,h04,D,2564,83.2,96.4
2022/12/25,h04,N,0,0,0
2022/12/25,h04,N,0,0,0
2022/12/25,h05,D,2753,89.3,98
2022/12/25,h05,D,2753,89.3,98
2022/12/25,h05,N,2641,85.7,97.3
2022/12/25,h05,N,2641,85.7,97.3
2022/12/25,h06,D,2212,71.8,96
2022/12/25,h06,D,2212,71.8,96
2022/12/25,h06,N,2251,73.1,95.7
2022/12/25,h06,N,2251,73.1,95.7
2022/12/25,h09,D,2427,78.8,94.4
2022/12/25,h09,D,2427,78.8,94.4
2022/12/25,h09,N,1562,50.7,98.2
2022/12/25,h09,N,1562,50.7,98.2
2022/12/25,h11,D,2716,88.1,98
2022/12/25,h11,D,2716,88.1,98
2022/12/25,h11,N,2278,73.9,98.3
2022/12/25,h11,N,2278,73.9,98.3
2022/12/25,h12,D,2716,88.1,98.1
2022/12/25,h12,D,2716,88.1,98.1
2022/12/25,h12,N,2549,82.7,96
2022/12/25,h12,N,2549,82.7,96
2022/12/25,h13,D,2514,81.6,96.7
2022/12/25,h13,D,2514,81.6,96.7
2022/12/25,h13,N,2717,88.2,97.4
2022/12/25,h13,N,2717,88.2,97.4
2022/12/25,h14,D,2336,75.8,93.6
2022/12/25,h14,D,2336,75.8,93.6
2022/12/25,h14,N,1982,64.3,76.7
2022/12/25,h14,N,1982,64.3,76.7
2022/12/25,h16,D,2784,90.3,97.7
2022/12/25,h16,D,2784,90.3,97.7
2022/12/25,h16,N,2797,90.8,97.6
2022/12/25,h16,N,2797,90.8,97.6
2022/12/26,h04,D,2106,68.3,92.3
2022/12/26,h04,D,2106,68.3,92.3
2022/12/26,h04,N,0,0,0
2022/12/26,h04,N,0,0,0
2022/12/26,h05,D,2598,84.3,96.5
2022/12/26,h05,D,2598,84.3,96.5
2022/12/26,h05,N,2081,67.5,96.3
2022/12/26,h05,N,2081,67.5,96.3
2022/12/26,h06,D,2192,71.1,96.6
2022/12/26,h06,D,2192,71.1,96.6
2022/12/26,h06,N,2031,65.9,93.7
2022/12/26,h06,N,2031,65.9,93.7
2022/12/26,h09,D,2469,80.1,96.1
2022/12/26,h09,D,2469,80.1,96.1
2022/12/26,h09,N,2546,82.6,97.1
2022/12/26,h09,N,2546,82.6,97.1
2022/12/26,h11,D,2637,85.6,97.6
2022/12/26,h11,D,2637,85.6,97.6
2022/12/26,h11,N,1934,62.8,95.9
2022/12/26,h11,N,1934,62.8,95.9
2022/12/26,h12,D,2543,82.5,97.1
2022/12/26,h12,D,2543,82.5,97.1
2022/12/26,h12,N,1795,58.3,95.7
2022/12/26,h12,N,1795,58.3,95.7
2022/12/26,h13,D,2388,77.5,96.7
2022/12/26,h13,D,2388,77.5,96.7
2022/12/26,h13,N,1878,60.9,91.8
2022/12/26,h13,N,1878,60.9,91.8
2022/12/26,h14,D,763,24.8,72
2022/12/26,h14,D,763,24.8,72
2022/12/26,h14,N,2174,70.6,91.7
2022/12/26,h14,N,2174,70.6,91.7
2022/12/26,h16,D,2818,91.5,96.7
2022/12/26,h16,D,2818,91.5,96.7
2022/12/26,h16,N,2804,91,97.8
2022/12/26,h16,N,2804,91,97.8
2022/12/27,h04,D,2026,65.7,95.7
2022/12/27,h04,D,2026,65.7,95.7
2022/12/27,h04,N,2879,93.4,97.3
2022/12/27,h04,N,2879,93.4,97.3
2022/12/27,h05,D,2808,91.1,97.7
2022/12/27,h05,D,2808,91.1,97.7
2022/12/27,h05,N,2733,88.7,97.9
2022/12/27,h05,N,2733,88.7,97.9
2022/12/27,h06,D,2180,70.7,90.8
2022/12/27,h06,D,2180,70.7,90.8
2022/12/27,h06,N,2187,71,93.2
2022/12/27,h06,N,2187,71,93.2
2022/12/27,h09,D,1993,64.7,93.9
2022/12/27,h09,D,1993,64.7,93.9
2022/12/27,h09,N,2368,76.8,97.9
2022/12/27,h09,N,2368,76.8,97.9
2022/12/27,h11,D,2351,76.3,96.7
2022/12/27,h11,D,2351,76.3,96.7
2022/12/27,h11,N,2462,79.9,97.3
2022/12/27,h11,N,2462,79.9,97.3
2022/12/27,h12,D,2382,77.3,97.7
2022/12/27,h12,D,2382,77.3,97.7
2022/12/27,h12,N,2816,91.4,98.2
2022/12/27,h12,N,2816,91.4,98.2
2022/12/27,h13,D,2697,87.5,97.2
2022/12/27,h13,D,2697,87.5,97.2
2022/12/27,h13,N,2795,90.7,97.6
2022/12/27,h13,N,2795,90.7,97.6
2022/12/27,h14,D,2188,71,91.6
2022/12/27,h14,D,2188,71,91.6
2022/12/27,h14,N,1786,58,94.4
2022/12/27,h14,N,1786,58,94.4
2022/12/27,h16,D,2769,89.9,97.2
2022/12/27,h16,D,2769,89.9,97.2
2022/12/27,h16,N,2633,85.4,97.7
2022/12/27,h16,N,2633,85.4,97.7
2022/12/28,h04,D,4536,147.2,95.5
2022/12/28,h04,D,4536,147.2,95.5
2022/12/28,h04,N,0,0,0
2022/12/28,h04,N,0,0,0
2022/12/28,h05,D,1518,49.3,98
2022/12/28,h05,D,1518,49.3,98
2022/12/28,h05,N,0,0,0
2022/12/28,h05,N,0,0,0
2022/12/28,h06,D,1711,55.5,78.1
2022/12/28,h06,D,1711,55.5,78.1
2022/12/28,h06,N,578,18.8,85.5
2022/12/28,h06,N,578,18.8,85.5
2022/12/28,h09,D,2574,83.5,97.3
2022/12/28,h09,D,2574,83.5,97.3
2022/12/28,h09,N,759,24.6,96.2
2022/12/28,h09,N,759,24.6,96.2
2022/12/28,h11,D,2717,88.2,96.4
2022/12/28,h11,D,2717,88.2,96.4
2022/12/28,h11,N,2013,65.3,92.4
2022/12/28,h11,N,2013,65.3,92.4
2022/12/28,h12,D,1273,41.3,97.8
2022/12/28,h12,D,1273,41.3,97.8
2022/12/28,h12,N,0,0,0
2022/12/28,h12,N,0,0,0
2022/12/28,h13,D,1675,54.4,97.2
2022/12/28,h13,D,1675,54.4,97.2
2022/12/28,h13,N,0,0,0
2022/12/28,h13,N,0,0,0
2022/12/28,h14,D,2076,67.4,92.2
2022/12/28,h14,D,2076,67.4,92.2
2022/12/28,h14,N,1611,52.3,94.9
2022/12/28,h14,N,1611,52.3,94.9
2022/12/28,h16,D,2778,90.2,96.7
2022/12/28,h16,D,2778,90.2,96.7
2022/12/28,h16,N,709,23,94.5
2022/12/28,h16,N,709,23,94.5
2022/12/29,h04,D,0,0,0
2022/12/29,h04,D,0,0,0
2022/12/29,h04,N,0,0,0
2022/12/29,h04,N,0,0,0
2022/12/29,h05,D,0,0,0
2022/12/29,h05,D,0,0,0
2022/12/29,h05,N,0,0,0
2022/12/29,h05,N,0,0,0
2022/12/29,h06,D,0,0,0
2022/12/29,h06,D,0,0,0
2022/12/29,h06,N,0,0,0
2022/12/29,h06,N,0,0,0
2022/12/29,h09,D,0,0,0
2022/12/29,h09,D,0,0,0
2022/12/29,h09,N,0,0,0
2022/12/29,h09,N,0,0,0
2022/12/29,h11,D,0,0,0
2022/12/29,h11,D,0,0,0
2022/12/29,h11,N,0,0,0
2022/12/29,h11,N,0,0,0
2022/12/29,h12,D,0,0,0
2022/12/29,h12,D,0,0,0
2022/12/29,h12,N,0,0,0
2022/12/29,h12,N,0,0,0
2022/12/29,h13,D,0,0,0
2022/12/29,h13,D,0,0,0
2022/12/29,h13,N,0,0,0
2022/12/29,h13,N,0,0,0
2022/12/29,h14,D,0,0,0
2022/12/29,h14,D,0,0,0
2022/12/29,h14,N,0,0,0
2022/12/29,h14,N,0,0,0
2022/12/29,h16,D,0,0,0
2022/12/29,h16,D,0,0,0
2022/12/29,h16,N,0,0,0
2022/12/29,h16,N,0,0,0
2022/12/30,h04,D,0,0,0
2022/12/30,h04,D,0,0,0
2022/12/30,h04,N,0,0,0
2022/12/30,h04,N,0,0,0
2022/12/30,h05,D,0,0,0
2022/12/30,h05,D,0,0,0
2022/12/30,h05,N,2503,81.2,98.1
2022/12/30,h05,N,2503,81.2,98.1
2022/12/30,h06,D,156,5.1,89.1
2022/12/30,h06,D,156,5.1,89.1
2022/12/30,h06,N,2427,78.8,95.1
2022/12/30,h06,N,2427,78.8,95.1
2022/12/30,h09,D,254,8.2,98.1
2022/12/30,h09,D,254,8.2,98.1
2022/12/30,h09,N,2755,89.4,98.4
2022/12/30,h09,N,2755,89.4,98.4
2022/12/30,h11,D,311,10.1,97.2
2022/12/30,h11,D,311,10.1,97.2
2022/12/30,h11,N,2764,89.7,98.6
2022/12/30,h11,N,2764,89.7,98.6
2022/12/30,h12,D,0,0,0
2022/12/30,h12,D,0,0,0
2022/12/30,h12,N,2482,80.5,98.3
2022/12/30,h12,N,2482,80.5,98.3
2022/12/30,h13,D,0,0,0
2022/12/30,h13,D,0,0,0
2022/12/30,h13,N,2213,71.8,96
2022/12/30,h13,N,2213,71.8,96
2022/12/30,h14,D,584,19,95.4
2022/12/30,h14,D,584,19,95.4
2022/12/30,h14,N,2464,80,96.2
2022/12/30,h14,N,2464,80,96.2
2022/12/30,h16,D,273,8.9,94.1
2022/12/30,h16,D,273,8.9,94.1
2022/12/30,h16,N,2767,89.8,96.7
2022/12/30,h16,N,2767,89.8,96.7
2022/12/31,h04,D,2630,85.4,95.6
2022/12/31,h04,D,2630,85.4,95.6
2022/12/31,h04,N,0,0,0
2022/12/31,h04,N,0,0,0
2022/12/31,h05,D,2825,91.7,98.2
2022/12/31,h05,D,2825,91.7,98.2
2022/12/31,h05,N,2729,88.6,98.4
2022/12/31,h05,N,2729,88.6,98.4
2022/12/31,h06,D,2307,74.9,91.5
2022/12/31,h06,D,2307,74.9,91.5
2022/12/31,h06,N,2360,76.6,92.6
2022/12/31,h06,N,2360,76.6,92.6
2022/12/31,h09,D,2890,93.8,98.4
2022/12/31,h09,D,2890,93.8,98.4
2022/12/31,h09,N,2854,92.6,98.3
2022/12/31,h09,N,2854,92.6,98.3
2022/12/31,h11,D,2814,91.3,98
2022/12/31,h11,D,2814,91.3,98
2022/12/31,h11,N,2821,91.5,98
2022/12/31,h11,N,2821,91.5,98
2022/12/31,h12,D,2844,92.3,99.1
2022/12/31,h12,D,2844,92.3,99.1
2022/12/31,h12,N,2854,92.6,98.8
2022/12/31,h12,N,2854,92.6,98.8
2022/12/31,h13,D,2603,84.5,96.2
